cluster,confidence_max,confidence_min,end_time,location_x,location_y,reliability_max,reliability_min,start_time,thumbs_up,uuid count,point
598,0,0,2018-10-22 19:48:00,-56.167719,-34.904663,6,5,2018-10-22 19:29:00,0,1,POINT (-56.167719 -34.904663)
599,3,0,2018-10-23 09:01:00,-56.133062833333334,-34.8865685,10,5,2018-10-23 06:52:00,15,6,POINT (-56.13306283333333 -34.8865685)
600,0,0,2018-10-23 07:54:00,-56.219951,-34.856939,5,5,2018-10-23 07:33:00,0,1,POINT (-56.219951 -34.856939)
601,0,0,2018-10-23 07:59:00,-56.11865,-34.887071,6,5,2018-10-23 07:44:00,1,1,POINT (-56.11865 -34.887071)
602,3,0,2018-10-23 09:01:00,-56.1104255,-34.896047499999995,10,5,2018-10-23 08:27:00,6,2,POINT (-56.1104255 -34.89604749999999)
603,2,0,2018-10-23 10:00:00,-56.177740199999995,-34.898704,9,5,2018-10-23 07:34:00,8,5,POINT (-56.1777402 -34.898704)
604,0,0,2018-10-23 09:57:00,-56.196207,-34.882936,5,5,2018-10-23 09:33:00,0,1,POINT (-56.196207 -34.882936)
605,0,0,2018-10-23 12:37:00,-56.149623000000005,-34.883435500000004,5,5,2018-10-23 11:51:00,0,2,POINT (-56.14962300000001 -34.8834355)
606,0,0,2018-10-23 19:32:00,-56.10284727272727,-34.89587318181818,6,5,2018-10-23 14:08:00,1,11,POINT (-56.10284727272727 -34.89587318181818)
607,0,0,2018-10-23 15:11:00,-56.201981,-34.843703,5,5,2018-10-23 14:53:00,0,1,POINT (-56.201981 -34.843703)
608,0,0,2018-10-23 17:43:00,-56.138352,-34.901321,6,5,2018-10-23 17:22:00,1,1,POINT (-56.138352 -34.901321)
609,4,0,2018-10-23 18:05:00,-56.1396443529412,-34.909752499999996,10,5,2018-10-23 17:10:00,7,2,POINT (-56.1396443529412 -34.9097525)
610,5,0,2018-10-23 18:46:00,-56.161641,-34.893646,10,5,2018-10-23 18:25:00,10,1,POINT (-56.161641 -34.893646)
611,0,0,2018-10-23 19:56:00,-56.190813,-34.733584,5,5,2018-10-23 19:49:00,0,1,POINT (-56.190813 -34.733584)
612,2,0,2018-10-24 11:12:00,-56.19576772727273,-34.88539836363637,10,5,2018-10-24 06:51:00,12,11,POINT (-56.19576772727273 -34.88539836363637)
613,0,0,2018-10-24 07:47:00,-56.18069,-34.853979,5,5,2018-10-24 07:25:00,0,1,POINT (-56.18069 -34.853979)
614,4,0,2018-10-24 08:55:00,-56.123119,-34.9004045,10,5,2018-10-24 08:21:00,7,2,POINT (-56.123119 -34.9004045)
615,0,0,2018-10-24 09:00:00,-56.17358733333333,-34.870272666666665,6,5,2018-10-24 08:06:00,0,3,POINT (-56.17358733333333 -34.87027266666666)
616,1,0,2018-10-24 09:47:00,-56.158889,-34.9144475,10,5,2018-10-24 09:13:00,4,2,POINT (-56.158889 -34.9144475)
617,0,0,2018-10-24 10:54:00,-56.181731,-34.897284,5,5,2018-10-24 10:33:00,0,1,POINT (-56.181731 -34.897284)
618,0,0,2018-10-24 10:54:00,-56.112553,-34.896659,7,6,2018-10-24 10:40:00,1,1,POINT (-56.112553 -34.896659)
619,0,0,2018-10-24 12:06:00,-56.147265,-34.876629,7,5,2018-10-24 11:21:00,0,1,POINT (-56.147265 -34.876629)
620,5,0,2018-10-24 16:23:00,-56.0698278,-34.8982844,10,5,2018-10-24 13:00:00,28,5,POINT (-56.0698278 -34.8982844)
621,1,0,2018-10-24 14:23:00,-56.1686115,-34.863568,8,5,2018-10-24 13:37:00,3,2,POINT (-56.1686115 -34.863568)
622,0,0,2018-10-24 15:04:00,-56.219948,-34.826682,5,5,2018-10-24 14:34:00,0,1,POINT (-56.219948 -34.826682)
623,1,0,2018-10-24 17:47:00,-56.1886195,-34.888540000000006,8,5,2018-10-24 17:14:00,3,2,POINT (-56.1886195 -34.88854000000001)
624,1,0,2018-10-24 18:49:00,-56.1401385,-34.8865435,7,5,2018-10-24 17:48:00,3,2,POINT (-56.1401385 -34.8865435)
625,1,0,2018-10-24 18:59:00,-56.106143749999994,-34.894588,7,5,2018-10-24 17:46:00,2,4,POINT (-56.10614374999999 -34.894588)
626,0,0,2018-10-24 18:37:00,-56.213342,-34.872087,6,6,2018-10-24 18:04:00,0,1,POINT (-56.213342 -34.872087)
627,1,0,2018-10-24 19:38:00,-56.1601005128205,-34.928956,9,5,2018-10-24 19:00:00,2,1,POINT (-56.1601005128205 -34.928956)
628,2,0,2018-10-24 23:44:00,-56.19740675,-34.852132,10,5,2018-10-24 21:09:00,6,4,POINT (-56.19740675 -34.852132)
629,1,0,2018-10-25 08:40:00,-56.051358,-34.876588,7,5,2018-10-25 08:10:00,1,1,POINT (-56.051358 -34.876588)
630,2,0,2018-10-25 09:25:00,-56.036868,-34.882936,10,5,2018-10-25 08:29:00,6,1,POINT (-56.036868 -34.882936)
631,0,0,2018-10-25 09:07:00,-56.176784,-34.877318,7,6,2018-10-25 08:37:00,1,1,POINT (-56.176784 -34.877318)
632,0,0,2018-10-25 09:13:00,-56.108603,-34.891119,6,5,2018-10-25 08:51:00,0,1,POINT (-56.108603 -34.891119)
633,2,0,2018-10-25 11:40:00,-56.103223500000006,-34.896633333333334,9,5,2018-10-25 09:16:00,5,6,POINT (-56.10322350000001 -34.89663333333333)
634,0,0,2018-10-25 16:15:00,-56.10275411111112,-34.891577,6,5,2018-10-25 12:35:00,2,9,POINT (-56.10275411111112 -34.891577)
635,0,0,2018-10-25 13:52:00,-56.171738,-34.881056,5,5,2018-10-25 13:23:00,0,1,POINT (-56.171738 -34.881056)
636,1,0,2018-10-25 14:01:00,-56.148401,-34.85069466666666,7,5,2018-10-25 10:30:00,1,6,POINT (-56.148401 -34.85069466666666)
637,1,0,2018-10-25 18:15:00,-56.08278525,-34.870335499999996,7,5,2018-10-25 15:50:00,3,4,POINT (-56.08278525 -34.8703355)
638,1,0,2018-10-25 16:54:00,-56.112665,-34.887474,7,5,2018-10-25 16:07:00,2,1,POINT (-56.112665 -34.887474)
639,3,0,2018-10-25 19:17:00,-56.10248850000002,-34.890915750000026,10,5,2018-10-25 17:19:00,6,4,POINT (-56.10248850000002 -34.89091575000003)
640,0,0,2018-10-02 12:20:00,-56.1738345,-34.902402,7,5,2018-10-02 11:50:00,2,2,POINT (-56.1738345 -34.902402)
641,0,0,2018-10-02 14:16:00,-56.1956,-34.902439,5,5,2018-10-02 13:59:00,0,1,POINT (-56.1956 -34.902439)
642,0,0,2018-10-02 15:37:00,-56.099658,-34.885933,5,5,2018-10-02 15:19:00,0,1,POINT (-56.099658 -34.885933)
643,1,0,2018-10-02 18:07:00,-56.165644,-34.88734,9,5,2018-10-02 17:04:00,3,1,POINT (-56.165644 -34.88734)
644,2,0,2018-10-02 18:55:00,-56.175564827205875,-34.9078415625,9,5,2018-10-02 17:21:00,4,4,POINT (-56.17556482720587 -34.9078415625)
645,0,0,2018-10-02 18:36:00,-56.152924,-34.912423,6,5,2018-10-02 18:10:00,1,1,POINT (-56.152924 -34.912423)
646,1,0,2018-10-02 20:31:00,-56.146455,-34.912548,7,5,2018-10-02 20:17:00,2,2,POINT (-56.146455 -34.912548)
647,0,0,2018-10-02 21:05:00,-56.178705,-34.897998,6,5,2018-10-02 20:45:00,0,1,POINT (-56.178705 -34.897998)
648,1,0,2018-10-03 09:11:00,-56.074735,-34.880057,8,5,2018-10-03 08:59:00,2,1,POINT (-56.074735 -34.880057)
649,0,0,2018-10-03 11:28:00,-56.158291,-34.881401,5,5,2018-10-03 11:16:00,0,1,POINT (-56.158291 -34.881401)
650,0,0,2018-10-03 12:11:00,-56.115922,-34.887136,5,5,2018-10-03 11:49:00,0,1,POINT (-56.115922 -34.887136)
651,0,0,2018-10-03 13:10:00,-56.132085,-34.893381,5,5,2018-10-03 12:40:00,0,1,POINT (-56.132085 -34.893381)
652,0,0,2018-10-03 15:22:00,-56.193116,-34.837629,5,5,2018-10-03 15:00:00,0,1,POINT (-56.193116 -34.837629)
653,0,0,2018-10-03 15:32:00,-56.152662,-34.8907535,6,5,2018-10-03 14:33:00,1,2,POINT (-56.152662 -34.8907535)
654,0,0,2018-10-03 15:48:00,-56.157632,-34.898855,5,5,2018-10-03 15:34:00,0,1,POINT (-56.157632 -34.898855)
655,0,0,2018-10-03 20:41:00,-56.1497275,-34.8395185,5,5,2018-10-03 19:42:00,0,2,POINT (-56.1497275 -34.8395185)
656,0,0,2018-10-03 22:32:00,-56.103522,-34.827168,5,5,2018-10-03 22:23:00,0,1,POINT (-56.103522 -34.827168)
657,1,0,2018-10-04 10:31:00,-56.194291,-34.8831755,7,5,2018-10-04 10:09:00,3,2,POINT (-56.194291 -34.8831755)
658,0,0,2018-10-04 14:45:00,-56.235418,-34.80215,5,5,2018-10-04 14:32:00,0,1,POINT (-56.235418 -34.80215)
659,1,0,2018-10-04 16:37:00,-56.253778,-34.847469,7,5,2018-10-04 16:15:00,2,1,POINT (-56.253778 -34.847469)
660,0,0,2018-10-04 17:48:00,-56.1335385,-34.886566,6,5,2018-10-04 17:19:00,1,2,POINT (-56.1335385 -34.886566)
661,0,0,2018-10-04 17:52:00,-56.1372715,-34.886483,5,5,2018-10-04 16:59:00,0,2,POINT (-56.1372715 -34.886483)
662,0,0,2018-10-04 22:01:00,-56.150354,-34.857381,5,5,2018-10-04 21:36:00,0,1,POINT (-56.150354 -34.857381)
663,0,0,2018-10-05 08:50:00,-56.191497,-34.869445,6,5,2018-10-05 08:29:00,0,1,POINT (-56.191497 -34.869445)
664,0,0,2018-10-05 12:25:00,-56.165947,-34.910032,6,5,2018-10-05 11:52:00,1,1,POINT (-56.165947 -34.910032)
665,0,0,2018-10-05 13:21:00,-56.163909,-34.867047,6,5,2018-10-05 12:53:00,0,1,POINT (-56.163909 -34.867047)
666,0,0,2018-10-05 14:54:00,-56.165328,-34.892338,5,5,2018-10-05 14:35:00,0,1,POINT (-56.165328 -34.892338)
667,1,0,2018-10-05 16:44:00,-56.138301379999994,-34.873773990000004,7,5,2018-10-05 13:29:00,2,5,POINT (-56.13830137999999 -34.87377399)
668,0,0,2018-10-05 18:15:00,-56.12598466666666,-34.87160433333333,6,5,2018-10-05 16:51:00,1,3,POINT (-56.12598466666666 -34.87160433333333)
669,0,0,2018-10-05 17:08:00,-56.165216,-34.894671,6,5,2018-10-05 16:52:00,1,1,POINT (-56.165216 -34.894671)
670,0,0,2018-10-05 19:34:00,-56.153723,-34.880822,5,5,2018-10-05 19:09:00,0,1,POINT (-56.153723 -34.880822)
671,0,0,2018-10-05 21:19:00,-56.1261415,-34.871798,5,5,2018-10-05 20:02:00,0,2,POINT (-56.1261415 -34.871798)
672,0,0,2018-10-05 00:19:00,-56.177482,-34.903502,6,6,2018-10-04 23:57:00,1,1,POINT (-56.177482 -34.903502)
673,0,0,2018-10-06 08:01:00,-56.137777,-34.890363,5,5,2018-10-06 07:46:00,0,1,POINT (-56.137777 -34.890363)
674,0,0,2018-10-06 10:00:00,-56.109128,-34.829176,5,5,2018-10-06 09:44:00,0,1,POINT (-56.109128 -34.829176)
675,0,0,2018-10-06 10:50:00,-56.147282,-34.819755,5,5,2018-10-06 10:28:00,0,1,POINT (-56.147282 -34.819755)
676,0,0,2018-10-06 11:51:00,-56.195523,-34.891286,8,5,2018-10-06 11:32:00,2,1,POINT (-56.195523 -34.891286)
677,0,0,2018-10-06 13:28:00,-56.166245,-34.865385,5,5,2018-10-06 13:08:00,0,1,POINT (-56.166245 -34.865385)
678,0,0,2018-10-06 13:40:00,-56.130986,-34.894379,8,5,2018-10-06 13:29:00,2,1,POINT (-56.130986 -34.894379)
679,0,0,2018-10-06 14:05:00,-56.135891,-34.909999,5,5,2018-10-06 13:46:00,0,1,POINT (-56.135891 -34.909999)
680,0,0,2018-10-06 16:04:00,-56.14586766666667,-34.90947933333334,6,5,2018-10-06 15:19:00,1,3,POINT (-56.14586766666667 -34.90947933333334)
681,0,0,2018-09-27 19:53:00,-56.174267,-34.845155,5,5,2018-09-27 19:48:00,0,1,POINT (-56.174267 -34.845155)
682,0,0,2018-09-27 21:05:00,-56.0976125,-34.885343,7,5,2018-09-27 20:31:00,3,2,POINT (-56.0976125 -34.885343)
683,0,0,2018-09-27 22:08:00,-56.06028,-34.867669,5,5,2018-09-27 21:53:00,0,1,POINT (-56.06028 -34.867669)
684,0,0,2018-09-27 22:35:00,-56.17194,-34.895218,5,5,2018-09-27 22:18:00,0,1,POINT (-56.17194 -34.895218)
685,1,0,2018-09-28 01:29:00,-56.1964278,-34.8781644,7,5,2018-09-27 21:59:00,5,5,POINT (-56.1964278 -34.8781644)
686,0,0,2018-09-28 08:04:00,-56.173916,-34.870248,5,5,2018-09-28 07:46:00,0,1,POINT (-56.173916 -34.870248)
687,0,0,2018-09-28 08:39:00,-56.159596,-34.876017,5,5,2018-09-28 08:14:00,0,1,POINT (-56.159596 -34.876017)
688,1,0,2018-09-28 09:07:00,-56.210115,-34.83342,7,5,2018-09-28 08:42:00,2,1,POINT (-56.210115 -34.83342)
689,0,0,2018-09-28 09:07:00,-56.087103,-34.89535,5,5,2018-09-28 08:42:00,0,1,POINT (-56.087103 -34.89535)
690,1,0,2018-09-28 09:17:00,-56.1686596666666,-34.906092,7,5,2018-09-28 08:45:00,1,1,POINT (-56.1686596666666 -34.906092)
691,0,0,2018-09-28 10:59:00,-56.168745,-34.905368,5,5,2018-09-28 10:31:00,0,1,POINT (-56.168745 -34.905368)
692,0,0,2018-09-28 12:22:00,-56.157522,-34.903143,5,5,2018-09-28 12:09:00,0,1,POINT (-56.157522 -34.903143)
693,0,0,2018-09-28 13:51:00,-56.163737,-34.868526,5,5,2018-09-28 13:28:00,0,1,POINT (-56.163737 -34.868526)
694,0,0,2018-09-28 14:14:00,-56.252738,-34.831023,5,5,2018-09-28 13:46:00,0,1,POINT (-56.252738 -34.831023)
695,0,0,2018-09-28 15:03:00,-56.152024,-34.842423,5,5,2018-09-28 14:40:00,0,1,POINT (-56.152024 -34.842423)
696,2,0,2018-09-28 18:04:00,-56.1853836,-34.890609,9,5,2018-09-28 15:43:00,8,5,POINT (-56.1853836 -34.890609)
697,0,0,2018-09-28 16:45:00,-56.097136500000005,-34.89117,5,5,2018-09-28 16:08:00,0,2,POINT (-56.0971365 -34.89117)
698,0,0,2018-09-28 16:42:00,-56.159107,-34.851044,5,5,2018-09-28 16:28:00,0,1,POINT (-56.159107 -34.851044)
699,0,0,2018-09-28 17:32:00,-56.195676,-34.908324,6,5,2018-09-28 17:12:00,0,1,POINT (-56.195676 -34.908324)
700,1,0,2018-09-28 19:46:00,-56.139911285714284,-34.88684371428572,7,5,2018-09-28 17:05:00,5,7,POINT (-56.13991128571428 -34.88684371428572)
701,0,0,2018-09-28 18:35:00,-56.159254,-34.851228,5,5,2018-09-28 18:23:00,0,1,POINT (-56.159254 -34.851228)
702,0,0,2018-09-28 19:29:00,-56.161598,-34.8882225,6,5,2018-09-28 18:36:00,2,2,POINT (-56.161598 -34.8882225)
703,0,0,2018-09-28 19:01:00,-56.208984,-34.842047,5,5,2018-09-28 18:47:00,0,1,POINT (-56.208984 -34.842047)
704,1,0,2018-09-28 20:06:00,-56.129123500000006,-34.8865925,9,5,2018-09-28 18:51:00,9,4,POINT (-56.12912350000001 -34.8865925)
705,0,0,2018-09-28 20:17:00,-56.158972,-34.850874,5,5,2018-09-28 20:08:00,0,1,POINT (-56.158972 -34.850874)
706,0,0,2018-09-28 05:50:00,-56.19644,-34.8781455,5,5,2018-09-28 05:09:00,0,2,POINT (-56.19644 -34.8781455)
707,0,0,2018-09-29 09:02:00,-56.184653,-34.879751,5,5,2018-09-29 08:41:00,0,1,POINT (-56.184653 -34.879751)
708,0,0,2018-09-29 10:54:00,-56.21022775,-34.875735,6,5,2018-09-29 09:21:00,1,4,POINT (-56.21022775 -34.875735)
709,0,0,2018-09-29 10:02:00,-56.185422,-34.850111,5,5,2018-09-29 09:45:00,0,1,POINT (-56.185422 -34.850111)
710,0,0,2018-09-29 11:20:00,-56.25645,-34.876283,5,5,2018-09-29 10:57:00,0,1,POINT (-56.25645 -34.876283)
711,0,0,2018-09-29 13:45:00,-56.1855605,-34.894865499999995,6,5,2018-09-29 13:15:00,0,2,POINT (-56.1855605 -34.89486549999999)
712,0,0,2018-09-29 16:44:00,-56.163672,-34.84952800000001,5,5,2018-09-29 16:20:00,0,2,POINT (-56.163672 -34.84952800000001)
713,1,0,2018-09-29 17:09:00,-56.109809,-34.886749,8,6,2018-09-29 16:53:00,2,1,POINT (-56.109809 -34.886749)
714,0,0,2018-09-29 17:10:00,-56.057273,-34.877015,5,5,2018-09-29 16:55:00,0,1,POINT (-56.057273 -34.877015)
715,0,0,2018-09-29 01:29:00,-56.149022,-34.838407,5,5,2018-09-29 01:18:00,0,1,POINT (-56.149022 -34.838407)
716,0,0,2018-09-29 02:06:00,-56.138536,-34.848078,5,5,2018-09-29 01:53:00,0,1,POINT (-56.138536 -34.848078)
717,0,0,2018-09-30 13:40:00,-56.095869,-34.885047,8,5,2018-09-30 13:23:00,2,1,POINT (-56.095869 -34.885047)
718,0,0,2018-09-30 18:21:00,-56.136828,-34.900709,5,5,2018-09-30 17:40:00,0,2,POINT (-56.136828 -34.900709)
719,0,0,2018-09-30 19:37:00,-56.259223,-34.87386,5,5,2018-09-30 19:24:00,0,1,POINT (-56.259223 -34.87386)
720,0,0,2018-09-30 20:42:00,-56.166539,-34.869702,5,5,2018-09-30 20:36:00,0,1,POINT (-56.166539 -34.869702)
721,0,0,2018-09-30 00:54:00,-56.115557,-34.836368,6,5,2018-09-30 00:32:00,1,1,POINT (-56.115557 -34.836368)
722,0,0,2018-09-30 01:32:00,-56.17847,-34.876839,5,5,2018-09-30 01:16:00,0,1,POINT (-56.17847 -34.876839)
723,0,0,2018-09-30 02:21:00,-56.180807,-34.90378,6,5,2018-09-30 02:08:00,0,1,POINT (-56.180807 -34.90378)
724,0,0,2018-09-30 03:16:00,-56.134771,-34.8890835,6,5,2018-09-30 02:34:00,1,2,POINT (-56.134771 -34.8890835)
725,0,0,2018-10-18 15:34:00,-56.173876,-34.902275,6,5,2018-10-18 15:20:00,0,1,POINT (-56.173876 -34.902275)
726,0,0,2018-10-18 17:00:00,-56.138226,-34.887183,5,5,2018-10-18 16:45:00,0,1,POINT (-56.138226 -34.887183)
727,1,0,2018-10-18 17:32:00,-56.123889,-34.901439,9,5,2018-10-18 17:25:00,3,1,POINT (-56.123889 -34.901439)
728,0,0,2018-10-18 17:58:00,-56.14618,-34.888366,7,6,2018-10-18 17:38:00,1,1,POINT (-56.14618 -34.888366)
729,0,0,2018-10-18 18:42:00,-56.1520505,-34.8641795,6,5,2018-10-18 18:03:00,1,2,POINT (-56.1520505 -34.8641795)
730,0,0,2018-10-19 00:03:00,-56.175568,-34.874393,5,5,2018-10-18 23:52:00,0,1,POINT (-56.175568 -34.874393)
731,0,0,2018-10-19 07:12:00,-56.172634,-34.880222,5,5,2018-10-19 06:55:00,0,1,POINT (-56.172634 -34.880222)
732,0,0,2018-10-19 08:31:00,-56.144286,-34.910663,6,5,2018-10-19 08:07:00,0,1,POINT (-56.144286 -34.910663)
733,1,0,2018-10-19 13:33:00,-56.183619,-34.896785,7,5,2018-10-19 13:01:00,2,1,POINT (-56.183619 -34.896785)
734,3,0,2018-10-19 14:47:00,-56.152369666666665,-34.87593833333333,10,5,2018-10-19 13:18:00,8,3,POINT (-56.15236966666667 -34.87593833333333)
735,0,0,2018-10-19 15:19:00,-56.109499,-34.891267,6,5,2018-10-19 14:59:00,0,1,POINT (-56.109499 -34.891267)
736,0,0,2018-10-19 16:36:00,-56.192373,-34.896619,5,5,2018-10-19 16:31:00,0,1,POINT (-56.192373 -34.896619)
737,0,0,2018-10-19 17:57:00,-56.195984,-34.871759,5,5,2018-10-19 17:46:00,0,1,POINT (-56.195984 -34.871759)
738,1,0,2018-10-19 21:53:00,-56.16997866666667,-34.864640666666666,8,5,2018-10-19 20:57:00,4,3,POINT (-56.16997866666667 -34.86464066666667)
739,0,0,2018-10-19 21:21:00,-56.198943,-34.81503,5,5,2018-10-19 21:02:00,0,1,POINT (-56.198943 -34.81503)
740,0,0,2018-10-19 21:55:00,-56.120479,-34.885077,5,5,2018-10-19 21:35:00,0,1,POINT (-56.120479 -34.885077)
741,0,0,2018-10-19 22:12:00,-56.118475,-34.884029,5,5,2018-10-19 21:52:00,0,1,POINT (-56.118475 -34.884029)
742,0,0,2018-10-20 03:02:00,-56.193628999999994,-34.88429033333333,7,5,2018-10-20 01:38:00,2,3,POINT (-56.19362899999999 -34.88429033333333)
743,0,0,2018-10-20 03:39:00,-56.107788,-34.891061,5,5,2018-10-20 03:24:00,0,1,POINT (-56.107788 -34.891061)
744,0,0,2018-10-20 06:25:00,-56.12166,-34.865365,5,5,2018-10-20 06:07:00,0,1,POINT (-56.12166 -34.865365)
745,0,0,2018-10-20 13:07:00,-56.1537175,-34.874865,5,5,2018-10-20 12:27:00,0,2,POINT (-56.1537175 -34.874865)
746,0,0,2018-10-20 13:52:00,-56.152044,-34.876193,5,5,2018-10-20 13:40:00,0,1,POINT (-56.152044 -34.876193)
747,0,0,2018-10-20 18:08:00,-56.155397,-34.846527,5,5,2018-10-20 17:51:00,0,1,POINT (-56.155397 -34.846527)
748,0,0,2018-10-20 18:19:00,-56.191104,-34.904928,5,5,2018-10-20 18:02:00,0,1,POINT (-56.191104 -34.904928)
749,0,0,2018-10-20 23:13:00,-56.150174,-34.915884,5,5,2018-10-20 23:03:00,0,1,POINT (-56.150174 -34.915884)
750,0,0,2018-10-21 05:23:00,-56.052756,-34.890436,5,5,2018-10-21 05:09:00,0,1,POINT (-56.052756 -34.890436)
751,0,0,2018-10-21 11:37:00,-56.151004,-34.851629,5,5,2018-10-21 11:24:00,0,1,POINT (-56.151004 -34.851629)
752,0,0,2018-10-21 16:02:00,-56.15994,-34.912056,6,6,2018-10-21 15:42:00,0,1,POINT (-56.15994 -34.912056)
753,0,0,2018-10-22 07:34:00,-56.155481,-34.879446,5,5,2018-10-22 07:16:00,0,1,POINT (-56.155481 -34.879446)
754,0,0,2018-10-22 07:57:00,-56.171482,-34.861374,5,5,2018-10-22 07:45:00,0,1,POINT (-56.171482 -34.861374)
755,0,0,2018-10-22 09:03:00,-56.11442,-34.891682,6,5,2018-10-22 08:44:00,1,1,POINT (-56.11442 -34.891682)
756,1,0,2018-10-22 12:48:00,-56.16582353333333,-34.86546453333333,8,5,2018-10-22 06:33:00,10,15,POINT (-56.16582353333333 -34.86546453333333)
757,0,0,2018-10-22 09:37:00,-56.042525,-34.880661,5,5,2018-10-22 09:13:00,0,1,POINT (-56.042525 -34.880661)
758,0,0,2018-10-22 12:59:00,-56.18572433333333,-34.88792899999999,6,5,2018-10-22 10:51:00,1,3,POINT (-56.18572433333333 -34.88792899999999)
759,0,0,2018-10-22 13:56:00,-56.174604,-34.856432,5,5,2018-10-22 13:37:00,0,1,POINT (-56.174604 -34.856432)
760,0,0,2018-10-22 14:29:00,-56.109026,-34.864325,5,5,2018-10-22 14:16:00,0,1,POINT (-56.109026 -34.864325)
761,0,0,2018-10-22 15:08:00,-56.150315000000006,-34.908642,5,5,2018-10-22 14:50:00,0,2,POINT (-56.15031500000001 -34.908642)
762,0,0,2018-10-22 15:27:00,-56.192418,-34.906002,5,5,2018-10-22 15:07:00,0,1,POINT (-56.192418 -34.906002)
763,0,0,2018-10-22 15:31:00,-56.140568333333334,-34.83251066666667,5,5,2018-10-22 14:42:00,0,3,POINT (-56.14056833333333 -34.83251066666667)
764,0,0,2018-10-22 18:11:00,-56.14081,-34.901873,7,5,2018-10-22 17:53:00,1,1,POINT (-56.14081 -34.901873)
765,0,0,2018-10-22 18:10:00,-56.174,-34.870299,6,5,2018-10-22 18:00:00,0,1,POINT (-56.174 -34.870299)
766,0,0,2018-10-23 01:50:00,-56.174757,-34.87035,6,6,2018-10-23 01:30:00,0,1,POINT (-56.174757 -34.87035)
767,0,0,2018-10-23 07:58:00,-56.154008,-34.844824,5,5,2018-10-23 07:37:00,0,1,POINT (-56.154008 -34.844824)
768,0,0,2018-10-23 09:02:00,-56.211155,-34.86235933333334,5,5,2018-10-23 07:42:00,0,3,POINT (-56.211155 -34.86235933333334)
769,0,0,2018-10-23 17:18:00,-56.196642,-34.841296,5,5,2018-10-23 17:00:00,0,1,POINT (-56.196642 -34.841296)
770,2,0,2018-10-23 18:00:00,-56.0704875,-34.8980895,10,5,2018-10-23 17:43:00,6,2,POINT (-56.0704875 -34.8980895)
771,0,0,2018-10-23 18:02:00,-56.127747,-34.85436,5,5,2018-10-23 17:47:00,0,1,POINT (-56.127747 -34.85436)
772,0,0,2018-10-23 18:47:00,-56.091645,-34.875277,5,5,2018-10-23 18:30:00,0,1,POINT (-56.091645 -34.875277)
773,1,0,2018-10-23 19:56:00,-56.148739,-34.915493,8,6,2018-10-23 19:42:00,2,1,POINT (-56.148739 -34.915493)
774,0,0,2018-10-23 19:56:00,-56.099132,-34.891141,5,5,2018-10-23 19:54:00,0,1,POINT (-56.099132 -34.891141)
775,0,0,2018-10-24 06:59:00,-56.168651,-34.869938,5,5,2018-10-24 06:45:00,0,1,POINT (-56.168651 -34.869938)
776,0,0,2018-10-24 13:39:00,-56.131753,-34.891419,5,5,2018-10-24 13:06:00,0,1,POINT (-56.131753 -34.891419)
777,0,0,2018-10-24 16:23:00,-56.252848,-34.874378,7,5,2018-10-24 15:51:00,1,1,POINT (-56.252848 -34.874378)
778,0,0,2018-10-24 16:30:00,-56.071877,-34.89759,5,5,2018-10-24 16:00:00,0,1,POINT (-56.071877 -34.89759)
779,1,0,2018-10-24 17:49:00,-56.048019,-34.876303,7,5,2018-10-24 16:36:00,2,2,POINT (-56.048019 -34.876303)
780,1,0,2018-10-24 17:13:00,-56.065777,-34.899168,9,5,2018-10-24 16:51:00,3,1,POINT (-56.065777 -34.899168)
781,1,0,2018-10-24 17:35:00,-56.195607,-34.880495,8,5,2018-10-24 16:55:00,3,1,POINT (-56.195607 -34.880495)
782,0,0,2018-10-24 17:29:00,-56.150963,-34.901785,5,5,2018-10-24 16:59:00,0,1,POINT (-56.150963 -34.901785)
783,3,0,2018-10-24 19:56:00,-56.2000222,-34.900936200000004,10,5,2018-10-24 16:27:00,15,5,POINT (-56.2000222 -34.9009362)
784,1,0,2018-10-24 18:06:00,-56.16272,-34.913998,8,5,2018-10-24 17:22:00,3,1,POINT (-56.16272 -34.913998)
785,0,0,2018-10-24 18:46:00,-56.148113,-34.902958,5,5,2018-10-24 18:14:00,0,1,POINT (-56.148113 -34.902958)
786,0,0,2018-10-24 19:08:00,-56.196923,-34.877531,5,5,2018-10-24 18:38:00,0,1,POINT (-56.196923 -34.877531)
787,1,0,2018-10-24 19:42:00,-56.197924,-34.850687,7,5,2018-10-24 19:12:00,2,1,POINT (-56.197924 -34.850687)
788,0,0,2018-10-24 22:03:00,-56.162327,-34.891999,5,5,2018-10-24 21:30:00,0,1,POINT (-56.162327 -34.891999)
789,0,0,2018-10-25 09:37:00,-56.273167,-34.836926,5,5,2018-10-25 09:06:00,0,1,POINT (-56.273167 -34.836926)
790,0,0,2018-10-25 10:31:00,-56.0460178666667,-34.876122,6,5,2018-10-25 10:02:00,0,1,POINT (-56.0460178666667 -34.876122)
791,1,0,2018-10-25 10:42:00,-56.173837,-34.878844,7,5,2018-10-25 10:13:00,2,1,POINT (-56.173837 -34.878844)
792,0,0,2018-10-25 12:33:00,-56.152944,-34.875489,5,5,2018-10-25 12:05:00,0,1,POINT (-56.152944 -34.875489)
793,0,0,2018-10-25 13:06:00,-56.091536,-34.894974,5,5,2018-10-25 12:37:00,0,1,POINT (-56.091536 -34.894974)
