cluster,confidence_max,confidence_min,end_time,location_x,location_y,reliability_max,reliability_min,start_time,thumbs_up,uuid count,point
403,2,0,2018-10-03 11:02:00,-56.195403999999996,-34.891124500000004,9,5,2018-10-03 10:41:00,5,2,POINT (-56.195404 -34.8911245)
404,0,0,2018-10-03 13:18:00,-56.163886,-34.892147,6,5,2018-10-03 12:49:00,1,1,POINT (-56.163886 -34.892147)
405,0,0,2018-10-03 14:01:00,-56.196347,-34.857178,5,5,2018-10-03 13:46:00,0,1,POINT (-56.196347 -34.857178)
406,0,0,2018-10-03 16:56:00,-56.163913,-34.905153,5,5,2018-10-03 16:41:00,0,1,POINT (-56.163913 -34.905153)
407,0,0,2018-10-03 17:58:00,-56.109525500000004,-34.8726185,6,5,2018-10-03 17:05:00,0,2,POINT (-56.1095255 -34.8726185)
408,2,0,2018-10-03 18:19:00,-56.1520818,-34.8905844,9,5,2018-10-03 16:34:00,6,5,POINT (-56.1520818 -34.8905844)
409,0,0,2018-10-03 17:50:00,-56.1879,-34.889834,8,5,2018-10-03 17:22:00,3,2,POINT (-56.1879 -34.889834)
410,0,0,2018-10-03 17:58:00,-56.191741,-34.890381,5,5,2018-10-03 17:44:00,0,1,POINT (-56.191741 -34.890381)
411,1,0,2018-10-03 19:56:00,-56.150506,-34.92018716666667,7,5,2018-10-03 18:00:00,2,6,POINT (-56.150506 -34.92018716666667)
412,4,0,2018-10-03 18:30:00,-56.139647,-34.909752,10,6,2018-10-03 18:14:00,8,1,POINT (-56.139647 -34.909752)
413,1,0,2018-10-03 19:40:00,-56.14798199999999,-34.89449033333333,7,5,2018-10-03 18:23:00,2,3,POINT (-56.14798199999999 -34.89449033333333)
414,0,0,2018-10-03 20:20:00,-56.1683015,-34.863561000000004,5,5,2018-10-03 19:15:00,0,2,POINT (-56.1683015 -34.863561)
415,0,0,2018-10-03 20:46:00,-56.250779,-34.876891,5,5,2018-10-03 20:32:00,0,1,POINT (-56.250779 -34.876891)
416,0,0,2018-10-03 21:30:00,-56.111794,-34.833889,5,5,2018-10-03 21:19:00,0,1,POINT (-56.111794 -34.833889)
417,0,0,2018-10-04 14:37:00,-56.174044,-34.874004,5,5,2018-10-04 14:11:00,0,1,POINT (-56.174044 -34.874004)
418,3,0,2018-10-04 16:46:00,-56.19521361702128,-34.89336361170213,10,5,2018-10-04 15:08:00,10,4,POINT (-56.19521361702128 -34.89336361170213)
419,0,0,2018-10-04 17:27:00,-56.253817250000004,-34.8447885,6,5,2018-10-04 16:04:00,2,4,POINT (-56.25381725 -34.8447885)
420,0,0,2018-10-04 17:45:00,-56.144361,-34.833039,5,5,2018-10-04 17:25:00,0,1,POINT (-56.144361 -34.833039)
421,0,0,2018-10-04 18:34:00,-56.198421,-34.903529,5,5,2018-10-04 18:25:00,0,1,POINT (-56.198421 -34.903529)
422,1,0,2018-10-04 19:45:00,-56.08362800000001,-34.8704906,8,5,2018-10-04 17:26:00,6,5,POINT (-56.08362800000001 -34.8704906)
423,0,0,2018-10-04 19:59:00,-56.16884,-34.834062,5,5,2018-10-04 19:44:00,0,1,POINT (-56.16884 -34.834062)
424,0,0,2018-10-04 20:22:00,-56.082282,-34.879597,5,5,2018-10-04 20:02:00,0,1,POINT (-56.082282 -34.879597)
425,2,0,2018-10-04 21:35:00,-56.130696666666665,-34.892327,9,5,2018-10-04 20:30:00,4,3,POINT (-56.13069666666667 -34.892327)
426,1,0,2018-10-04 23:26:00,-56.190122800000005,-34.8972878,8,5,2018-10-04 21:32:00,4,5,POINT (-56.1901228 -34.8972878)
427,0,0,2018-10-05 09:12:00,-56.247069,-34.874559,5,5,2018-10-05 08:48:00,0,1,POINT (-56.247069 -34.874559)
428,1,0,2018-10-05 12:08:00,-56.15031533333333,-34.8899625,9,5,2018-10-05 09:09:00,6,6,POINT (-56.15031533333333 -34.8899625)
429,2,0,2018-10-05 13:13:00,-56.14913671428571,-34.919962857142856,9,5,2018-10-05 10:18:00,5,7,POINT (-56.14913671428571 -34.91996285714286)
430,0,0,2018-10-05 12:13:00,-56.245304,-34.825023,5,5,2018-10-05 11:33:00,0,1,POINT (-56.245304 -34.825023)
431,0,0,2018-10-05 13:02:00,-56.159145,-34.874183,5,5,2018-10-05 12:45:00,0,1,POINT (-56.159145 -34.874183)
432,1,0,2018-10-05 15:18:00,-56.151954,-34.910911,7,5,2018-10-05 14:39:00,2,2,POINT (-56.151954 -34.910911)
433,0,0,2018-10-05 15:22:00,-56.21277933333334,-34.84932633333333,5,5,2018-10-05 14:29:00,0,3,POINT (-56.21277933333334 -34.84932633333333)
434,0,0,2018-10-05 15:26:00,-56.143081,-34.831474,5,5,2018-10-05 15:12:00,0,1,POINT (-56.143081 -34.831474)
435,2,0,2018-10-05 17:14:00,-56.153395,-34.890699,10,5,2018-10-05 16:25:00,6,1,POINT (-56.153395 -34.890699)
436,5,0,2018-10-05 17:43:00,-56.122425,-34.899827,10,5,2018-10-05 17:08:00,24,2,POINT (-56.122425 -34.899827)
437,0,0,2018-10-05 18:25:00,-56.123822,-34.89821,5,5,2018-10-05 18:04:00,0,1,POINT (-56.123822 -34.89821)
438,0,0,2018-10-05 01:49:00,-56.171611,-34.861081500000004,5,5,2018-10-04 23:01:00,0,4,POINT (-56.171611 -34.8610815)
439,0,0,2018-10-05 21:33:00,-56.190941,-34.876584,5,5,2018-10-05 21:17:00,0,1,POINT (-56.190941 -34.876584)
440,1,0,2018-10-06 13:04:00,-56.159858639971134,-34.8873839599567,8,5,2018-10-06 08:40:00,2,6,POINT (-56.15985863997113 -34.8873839599567)
441,0,0,2018-10-06 00:41:00,-56.173995,-34.878747,6,5,2018-10-06 00:24:00,1,1,POINT (-56.173995 -34.878747)
442,0,0,2018-09-27 20:19:00,-56.136701,-34.910055,5,5,2018-09-27 20:02:00,0,1,POINT (-56.136701 -34.910055)
443,0,0,2018-09-27 20:21:00,-56.157687,-34.898594,5,5,2018-09-27 20:10:00,0,1,POINT (-56.157687 -34.898594)
444,1,0,2018-09-27 21:08:00,-56.10644133333333,-34.886012,7,5,2018-09-27 19:48:00,2,3,POINT (-56.10644133333333 -34.886012)
445,1,0,2018-10-11 18:07:00,-56.092405,-34.884015,9,5,2018-10-11 17:11:00,3,2,POINT (-56.092405 -34.884015)
446,0,0,2018-10-11 18:05:00,-56.170526,-34.899824,7,5,2018-10-11 17:51:00,1,1,POINT (-56.170526 -34.899824)
447,0,0,2018-10-11 18:12:00,-56.109108,-34.886592,6,5,2018-10-11 17:57:00,0,1,POINT (-56.109108 -34.886592)
448,0,0,2018-10-11 18:30:00,-56.130861,-34.86953,5,5,2018-10-11 18:12:00,0,1,POINT (-56.130861 -34.86953)
449,0,0,2018-10-11 19:44:00,-56.155522,-34.890766,7,5,2018-10-11 19:29:00,1,1,POINT (-56.155522 -34.890766)
450,5,0,2018-10-11 20:09:00,-56.148039499999996,-34.913367,10,5,2018-10-11 19:09:00,12,2,POINT (-56.1480395 -34.913367)
451,1,0,2018-10-11 22:30:00,-56.165159,-34.891939,8,5,2018-10-11 22:18:00,3,1,POINT (-56.165159 -34.891939)
452,0,0,2018-10-12 07:06:00,-56.219744,-34.772455,5,5,2018-10-12 06:54:00,0,1,POINT (-56.219744 -34.772455)
453,0,0,2018-10-12 08:00:00,-56.062651,-34.89745,6,5,2018-10-12 07:47:00,0,1,POINT (-56.062651 -34.89745)
454,0,0,2018-10-12 08:30:00,-56.13775,-34.886472,8,5,2018-10-12 08:16:00,2,1,POINT (-56.13775 -34.886472)
455,1,0,2018-10-12 08:50:00,-56.114186,-34.897211,9,5,2018-10-12 08:18:00,2,1,POINT (-56.114186 -34.897211)
456,0,0,2018-10-12 08:55:00,-56.148891,-34.838248,5,5,2018-10-12 08:38:00,0,1,POINT (-56.148891 -34.838248)
457,2,0,2018-10-12 09:15:00,-56.197833,-34.88798,10,5,2018-10-12 08:40:00,4,1,POINT (-56.197833 -34.88798)
458,0,0,2018-10-12 13:21:00,-56.120059,-34.895082,6,5,2018-10-12 12:50:00,1,1,POINT (-56.120059 -34.895082)
459,0,0,2018-10-12 14:30:00,-56.154865,-34.860089,5,5,2018-10-12 14:09:00,0,1,POINT (-56.154865 -34.860089)
460,2,0,2018-10-12 17:21:00,-56.084488,-34.892692,10,5,2018-10-12 16:56:00,5,1,POINT (-56.084488 -34.892692)
461,0,0,2018-10-12 18:52:00,-56.067933,-34.871311,5,5,2018-10-12 18:36:00,0,1,POINT (-56.067933 -34.871311)
462,2,0,2018-10-12 19:40:00,-56.111414,-34.88767,9,5,2018-10-12 19:15:00,3,1,POINT (-56.111414 -34.88767)
463,0,0,2018-10-07 09:48:00,-56.145673,-34.908665,5,5,2018-10-07 09:34:00,0,1,POINT (-56.145673 -34.908665)
464,0,0,2018-10-07 12:23:00,-56.1700165,-34.907719,6,5,2018-10-07 11:59:00,0,2,POINT (-56.1700165 -34.907719)
465,0,0,2018-10-07 14:11:00,-56.201006,-34.83801,5,5,2018-10-07 13:53:00,0,1,POINT (-56.201006 -34.83801)
466,0,0,2018-10-07 14:33:00,-56.104774,-34.888112,5,5,2018-10-07 14:17:00,0,1,POINT (-56.104774 -34.888112)
467,0,0,2018-10-07 14:53:00,-56.151768,-34.87624,5,5,2018-10-07 14:33:00,0,1,POINT (-56.151768 -34.87624)
468,1,0,2018-10-07 17:35:00,-56.165172,-34.907828,7,6,2018-10-07 17:18:00,0,1,POINT (-56.165172 -34.907828)
469,0,0,2018-10-07 19:18:00,-56.250413,-34.874972,5,5,2018-10-07 19:02:00,0,1,POINT (-56.250413 -34.874972)
470,0,0,2018-10-08 13:09:00,-56.171372500000004,-34.894318,5,5,2018-10-08 12:14:00,0,2,POINT (-56.1713725 -34.894318)
471,0,0,2018-10-08 20:45:00,-56.13638,-34.886504,8,5,2018-10-08 20:05:00,1,1,POINT (-56.13638 -34.886504)
472,4,0,2018-10-08 23:43:00,-56.199401,-34.87208733333333,10,5,2018-10-08 20:31:00,11,3,POINT (-56.199401 -34.87208733333333)
473,0,0,2018-10-08 22:52:00,-56.148967,-34.878573,7,6,2018-10-08 22:45:00,0,1,POINT (-56.148967 -34.878573)
474,0,0,2018-09-28 08:48:00,-56.162240999999995,-34.8742705,5,5,2018-09-28 07:34:00,0,2,POINT (-56.16224099999999 -34.8742705)
475,1,0,2018-09-28 09:11:00,-56.1965705,-34.878007499999995,7,5,2018-09-28 07:14:00,5,6,POINT (-56.1965705 -34.8780075)
476,0,0,2018-09-28 08:01:00,-56.291869,-34.821208,5,5,2018-09-28 07:49:00,0,1,POINT (-56.291869 -34.821208)
477,0,0,2018-09-28 08:27:00,-56.083721,-34.882931,8,5,2018-09-28 07:58:00,2,1,POINT (-56.083721 -34.882931)
478,0,0,2018-09-28 09:34:00,-56.2230495,-34.8607045,5,5,2018-09-28 08:30:00,0,2,POINT (-56.2230495 -34.8607045)
479,0,0,2018-09-28 09:27:00,-56.195634,-34.857561,6,5,2018-09-28 09:09:00,1,1,POINT (-56.195634 -34.857561)
480,0,0,2018-09-28 09:25:00,-56.076755,-34.896913,5,5,2018-09-28 09:17:00,0,1,POINT (-56.076755 -34.896913)
481,0,0,2018-09-28 10:08:00,-56.166323,-34.919705,6,5,2018-09-28 09:49:00,0,1,POINT (-56.166323 -34.919705)
482,0,0,2018-09-28 10:30:00,-56.197936,-34.886906,5,5,2018-09-28 10:05:00,0,1,POINT (-56.197936 -34.886906)
483,0,0,2018-09-28 11:15:00,-56.166966,-34.874881,5,5,2018-09-28 10:50:00,0,1,POINT (-56.166966 -34.874881)
484,0,0,2018-09-28 12:13:00,-56.14697,-34.874275,5,5,2018-09-28 11:44:00,0,1,POINT (-56.14697 -34.874275)
485,1,0,2018-09-28 14:02:00,-56.195637399999995,-34.9085096,8,5,2018-09-28 10:26:00,9,5,POINT (-56.1956374 -34.9085096)
486,0,0,2018-09-28 13:18:00,-56.25547,-34.8774375,6,5,2018-09-28 12:31:00,0,2,POINT (-56.25547 -34.8774375)
487,3,0,2018-09-28 14:31:00,-56.165008,-34.89323,10,5,2018-09-28 13:47:00,5,1,POINT (-56.165008 -34.89323)
488,0,0,2018-09-28 15:47:00,-56.195598,-34.909045,5,5,2018-09-28 15:35:00,0,1,POINT (-56.195598 -34.909045)
489,0,0,2018-09-28 16:34:00,-56.06770666666667,-34.869517333333334,7,5,2018-09-28 15:20:00,2,3,POINT (-56.06770666666667 -34.86951733333333)
490,0,0,2018-09-28 16:43:00,-56.163391,-34.90793,5,5,2018-09-28 16:27:00,0,1,POINT (-56.163391 -34.90793)
491,0,0,2018-09-28 19:29:00,-56.11909371428572,-34.881550714285716,6,5,2018-09-28 14:56:00,2,7,POINT (-56.11909371428572 -34.88155071428572)
492,1,0,2018-09-28 17:01:00,-56.153264,-34.882489,8,5,2018-09-28 16:41:00,2,1,POINT (-56.153264 -34.882489)
493,1,0,2018-09-28 18:24:00,-56.179683857142855,-34.89594485714286,7,5,2018-09-28 15:54:00,2,7,POINT (-56.17968385714286 -34.89594485714286)
494,4,0,2018-09-28 19:56:00,-56.16881423555556,-34.899143404444445,10,5,2018-09-28 18:11:00,18,5,POINT (-56.16881423555556 -34.89914340444444)
495,0,0,2018-09-28 20:03:00,-56.1611975,-34.853303,6,5,2018-09-28 18:30:00,2,2,POINT (-56.1611975 -34.853303)
496,0,0,2018-09-28 20:40:00,-56.211442,-34.840579,5,5,2018-09-28 20:29:00,0,1,POINT (-56.211442 -34.840579)
497,0,0,2018-09-28 03:33:00,-56.229409,-34.829313,5,5,2018-09-28 03:15:00,0,1,POINT (-56.229409 -34.829313)
498,0,0,2018-09-28 22:22:00,-56.198403,-34.828521,5,5,2018-09-28 22:08:00,0,1,POINT (-56.198403 -34.828521)
499,1,0,2018-09-29 12:29:00,-56.17696600000001,-34.9022994,7,5,2018-09-29 09:53:00,6,5,POINT (-56.17696600000001 -34.9022994)
500,0,0,2018-09-29 12:29:00,-56.180638,-34.907963,5,5,2018-09-29 12:18:00,0,1,POINT (-56.180638 -34.907963)
501,0,0,2018-09-29 22:29:00,-56.138399,-34.816795,6,5,2018-09-29 22:15:00,0,1,POINT (-56.138399 -34.816795)
502,0,0,2018-09-30 10:01:00,-56.155738,-34.903864,5,5,2018-09-30 09:41:00,0,2,POINT (-56.155738 -34.903864)
503,0,0,2018-09-30 11:16:00,-56.186506,-34.866918,6,5,2018-09-30 11:06:00,0,1,POINT (-56.186506 -34.866918)
504,0,0,2018-09-30 11:42:00,-56.240464,-34.836624,5,5,2018-09-30 11:24:00,0,1,POINT (-56.240464 -34.836624)
505,4,0,2018-09-30 13:45:00,-56.09172366666667,-34.895135,10,5,2018-09-30 12:14:00,14,3,POINT (-56.09172366666667 -34.895135)
506,1,0,2018-09-30 17:45:00,-56.17987433333334,-34.90620166666667,7,5,2018-09-30 16:21:00,3,3,POINT (-56.17987433333334 -34.90620166666667)
507,3,0,2018-09-30 01:29:00,-56.11974176923077,-34.8981490989011,10,5,2018-09-29 23:14:00,19,7,POINT (-56.11974176923077 -34.8981490989011)
508,0,0,2018-09-29 23:39:00,-56.166638500000005,-34.879183499999996,5,5,2018-09-29 22:48:00,0,2,POINT (-56.1666385 -34.8791835)
509,0,0,2018-09-30 18:23:00,-56.174796,-34.858622,5,5,2018-09-30 18:08:00,0,1,POINT (-56.174796 -34.858622)
510,0,0,2018-09-30 19:20:00,-56.062775,-34.897564,5,5,2018-09-30 19:06:00,0,1,POINT (-56.062775 -34.897564)
511,0,0,2018-09-30 20:25:00,-56.176392,-34.857589,5,5,2018-09-30 20:17:00,0,1,POINT (-56.176392 -34.857589)
512,0,0,2018-09-30 02:06:00,-56.135538,-34.909908,6,5,2018-09-30 01:55:00,1,1,POINT (-56.135538 -34.909908)
513,0,0,2018-10-18 12:43:00,-56.064831,-34.888209,5,5,2018-10-18 12:28:00,0,1,POINT (-56.064831 -34.888209)
514,0,0,2018-10-18 13:02:00,-56.154415,-34.924538,5,5,2018-10-18 12:44:00,0,1,POINT (-56.154415 -34.924538)
515,0,0,2018-10-18 14:34:00,-56.188379,-34.903786,5,5,2018-10-18 14:15:00,0,1,POINT (-56.188379 -34.903786)
516,0,0,2018-10-18 14:39:00,-56.2532695,-34.881603999999996,5,5,2018-10-18 13:57:00,0,2,POINT (-56.2532695 -34.881604)
517,0,0,2018-10-18 15:11:00,-56.184793,-34.902324,5,5,2018-10-18 14:53:00,0,1,POINT (-56.184793 -34.902324)
518,0,0,2018-10-18 16:44:00,-56.185874,-34.860361,5,5,2018-10-18 16:30:00,0,1,POINT (-56.185874 -34.860361)
519,0,0,2018-10-18 16:59:00,-56.141108,-34.827574,6,5,2018-10-18 16:36:00,1,1,POINT (-56.141108 -34.827574)
520,0,0,2018-10-18 17:10:00,-56.1394215,-34.899889,5,5,2018-10-18 16:49:00,0,2,POINT (-56.1394215 -34.899889)
521,0,0,2018-10-18 18:20:00,-56.156585,-34.909952,6,5,2018-10-18 18:03:00,1,1,POINT (-56.156585 -34.909952)
522,5,0,2018-10-18 19:00:00,-56.2007295,-34.8818275,10,5,2018-10-18 17:42:00,14,2,POINT (-56.2007295 -34.8818275)
523,0,0,2018-10-18 19:06:00,-56.198402,-34.865414,5,5,2018-10-18 18:52:00,0,1,POINT (-56.198402 -34.865414)
524,0,0,2018-10-18 22:10:00,-56.169396000000006,-34.900565,5,5,2018-10-18 21:02:00,0,2,POINT (-56.16939600000001 -34.900565)
525,0,0,2018-10-18 22:54:00,-56.1877882,-34.9074696,5,5,2018-10-18 21:02:00,0,5,POINT (-56.1877882 -34.9074696)
526,0,0,2018-10-19 00:39:00,-56.18786,-34.906893,5,5,2018-10-19 00:26:00,0,1,POINT (-56.18786 -34.906893)
527,0,0,2018-10-19 07:41:00,-56.163277,-34.912747,6,5,2018-10-19 07:23:00,1,1,POINT (-56.163277 -34.912747)
528,0,0,2018-10-19 08:32:00,-56.151176,-34.889034,5,5,2018-10-19 08:06:00,0,1,POINT (-56.151176 -34.889034)
529,0,0,2018-10-19 08:34:00,-56.125871,-34.846027,5,5,2018-10-19 08:25:00,0,1,POINT (-56.125871 -34.846027)
530,1,0,2018-10-19 09:00:00,-56.164621,-34.857407,8,5,2018-10-19 08:41:00,2,1,POINT (-56.164621 -34.857407)
531,2,0,2018-10-19 10:19:00,-56.19039961363637,-34.89764011363637,9,5,2018-10-19 08:53:00,3,4,POINT (-56.19039961363637 -34.89764011363637)
532,0,0,2018-10-19 12:43:00,-56.158744,-34.813507,5,5,2018-10-19 12:14:00,0,1,POINT (-56.158744 -34.813507)
533,1,0,2018-10-19 14:17:00,-56.17338959999999,-34.868908399999995,7,5,2018-10-19 11:17:00,3,5,POINT (-56.17338959999999 -34.8689084)
534,0,0,2018-10-19 14:10:00,-56.154233,-34.903143,5,5,2018-10-19 13:45:00,0,1,POINT (-56.154233 -34.903143)
535,0,0,2018-10-19 16:06:00,-56.147964,-34.907797,5,5,2018-10-19 15:48:00,0,1,POINT (-56.147964 -34.907797)
536,3,0,2018-10-19 16:55:00,-56.187494,-34.889753,10,5,2018-10-19 16:20:00,6,1,POINT (-56.187494 -34.889753)
537,0,0,2018-10-19 17:55:00,-56.16067666666667,-34.80843866666667,5,5,2018-10-19 16:03:00,0,3,POINT (-56.16067666666667 -34.80843866666667)
538,0,0,2018-10-19 17:06:00,-56.136176000000006,-34.7930955,6,5,2018-10-19 16:31:00,1,2,POINT (-56.13617600000001 -34.7930955)
539,1,0,2018-10-19 19:38:00,-56.18601371428571,-34.89145514285715,8,5,2018-10-19 16:47:00,11,7,POINT (-56.18601371428571 -34.89145514285715)
540,0,0,2018-10-19 18:20:00,-56.192685,-34.892309,5,5,2018-10-19 18:03:00,0,1,POINT (-56.192685 -34.892309)
541,0,0,2018-10-19 18:52:00,-56.081014,-34.895948,5,5,2018-10-19 18:35:00,0,1,POINT (-56.081014 -34.895948)
542,0,0,2018-10-19 19:26:00,-56.161164,-34.805595,6,6,2018-10-19 19:08:00,0,1,POINT (-56.161164 -34.805595)
543,0,0,2018-10-19 21:32:00,-56.163647,-34.906552,6,5,2018-10-19 21:11:00,1,1,POINT (-56.163647 -34.906552)
544,0,0,2018-10-09 08:17:00,-56.192136,-34.890411,5,5,2018-10-09 07:55:00,0,1,POINT (-56.192136 -34.890411)
545,2,0,2018-10-09 09:41:00,-56.1531,-34.864319,9,5,2018-10-09 09:11:00,4,1,POINT (-56.1531 -34.864319)
546,0,0,2018-10-09 10:38:00,-56.159974,-34.889581,5,5,2018-10-09 10:09:00,0,1,POINT (-56.159974 -34.889581)
547,1,0,2018-10-09 10:50:00,-56.1722205,-34.907112999999995,7,5,2018-10-09 09:58:00,2,2,POINT (-56.1722205 -34.907113)
548,0,0,2018-10-09 12:49:00,-56.124327,-34.824679,5,5,2018-10-09 12:32:00,0,1,POINT (-56.124327 -34.824679)
549,0,0,2018-10-09 00:26:00,-56.1613215,-34.9115945,6,5,2018-10-08 23:54:00,1,2,POINT (-56.1613215 -34.9115945)
550,0,0,2018-10-09 17:48:00,-56.168391,-34.862236,6,5,2018-10-09 17:25:00,0,1,POINT (-56.168391 -34.862236)
551,0,0,2018-10-09 18:19:00,-56.207276,-34.862883,5,5,2018-10-09 17:55:00,0,1,POINT (-56.207276 -34.862883)
552,2,0,2018-10-09 18:53:00,-56.139924,-34.909712,10,5,2018-10-09 18:39:00,5,1,POINT (-56.139924 -34.909712)
553,0,0,2018-10-09 19:24:00,-56.178945,-34.914646,5,5,2018-10-09 18:52:00,0,1,POINT (-56.178945 -34.914646)
554,0,0,2018-10-09 19:46:00,-56.141248,-34.874333666666665,6,5,2018-10-09 19:16:00,0,3,POINT (-56.141248 -34.87433366666667)
555,0,0,2018-10-09 21:40:00,-56.17003,-34.850977,5,5,2018-10-09 21:11:00,0,1,POINT (-56.17003 -34.850977)
556,0,0,2018-10-09 22:49:00,-56.148054,-34.912107,5,5,2018-10-09 22:19:00,0,1,POINT (-56.148054 -34.912107)
557,0,0,2018-10-10 08:22:00,-56.275584,-34.886196,6,5,2018-10-10 07:54:00,1,1,POINT (-56.275584 -34.886196)
558,0,0,2018-10-10 09:19:00,-56.128776,-34.885685499999994,5,5,2018-10-10 08:57:00,0,2,POINT (-56.128776 -34.88568549999999)
559,0,0,2018-10-10 11:35:00,-56.176466,-34.864095,5,5,2018-10-10 11:17:00,0,1,POINT (-56.176466 -34.864095)
560,0,0,2018-10-10 14:03:00,-56.136981,-34.870161,7,5,2018-10-10 12:32:00,0,3,POINT (-56.136981 -34.870161)
561,3,0,2018-10-10 13:28:00,-56.182753,-34.899386,10,5,2018-10-10 12:31:00,6,1,POINT (-56.182753 -34.899386)
562,0,0,2018-10-10 13:34:00,-56.096896,-34.896793,6,5,2018-10-10 13:26:00,0,1,POINT (-56.096896 -34.896793)
563,0,0,2018-10-10 14:53:00,-56.187321,-34.889931,7,5,2018-10-10 14:36:00,0,1,POINT (-56.187321 -34.889931)
564,0,0,2018-10-10 15:25:00,-56.166774,-34.898342,5,5,2018-10-10 15:07:00,0,1,POINT (-56.166774 -34.898342)
565,0,0,2018-10-10 15:46:00,-56.185638,-34.85012,5,5,2018-10-10 15:22:00,0,1,POINT (-56.185638 -34.85012)
566,0,0,2018-10-10 19:11:00,-56.195415,-34.859548,6,5,2018-10-10 18:42:00,0,1,POINT (-56.195415 -34.859548)
567,0,0,2018-10-10 20:02:00,-56.253178,-34.890856,5,5,2018-10-10 19:45:00,0,1,POINT (-56.253178 -34.890856)
568,0,0,2018-10-10 20:34:00,-56.137024,-34.905693,6,5,2018-10-10 20:08:00,1,1,POINT (-56.137024 -34.905693)
569,0,0,2018-10-01 08:55:00,-56.162363,-34.86773,6,5,2018-10-01 08:31:00,1,1,POINT (-56.162363 -34.86773)
570,0,0,2018-10-01 16:56:00,-56.213895,-34.87435,5,5,2018-10-01 16:37:00,0,1,POINT (-56.213895 -34.87435)
571,0,0,2018-10-01 17:13:00,-56.120357999999996,-34.895235,5,5,2018-10-01 16:38:00,0,2,POINT (-56.120358 -34.895235)
572,0,0,2018-10-01 18:13:00,-56.166987,-34.876143,6,5,2018-10-01 17:58:00,0,1,POINT (-56.166987 -34.876143)
573,0,0,2018-10-01 19:27:00,-56.20041,-34.904344,5,5,2018-10-01 19:10:00,0,1,POINT (-56.20041 -34.904344)
574,0,0,2018-10-02 09:10:00,-56.2143,-34.845344,5,5,2018-10-02 08:48:00,0,1,POINT (-56.2143 -34.845344)
575,0,0,2018-10-19 21:56:00,-56.132402,-34.884279,5,5,2018-10-19 21:47:00,0,1,POINT (-56.132402 -34.884279)
576,0,0,2018-10-19 23:13:00,-56.14645,-34.8355705,6,5,2018-10-19 21:44:00,2,2,POINT (-56.14645 -34.8355705)
577,0,0,2018-10-20 00:21:00,-56.134418000000004,-34.8893615,6,5,2018-10-19 21:43:00,2,6,POINT (-56.134418 -34.8893615)
578,0,0,2018-10-20 07:45:00,-56.154626,-34.828581,6,5,2018-10-20 05:55:00,1,3,POINT (-56.154626 -34.828581)
579,0,0,2018-10-20 17:03:00,-56.19507,-34.836466,5,5,2018-10-20 16:49:00,0,1,POINT (-56.19507 -34.836466)
580,0,0,2018-10-20 18:45:00,-56.13297166666667,-34.84996433333333,6,5,2018-10-20 17:11:00,1,3,POINT (-56.13297166666667 -34.84996433333333)
581,0,0,2018-10-20 19:07:00,-56.206495,-34.868053,5,5,2018-10-20 18:53:00,0,1,POINT (-56.206495 -34.868053)
582,0,0,2018-10-20 19:06:00,-56.200649,-34.857143,6,5,2018-10-20 18:56:00,0,1,POINT (-56.200649 -34.857143)
583,1,0,2018-10-20 19:41:00,-56.14466697499999,-34.876167800000005,7,5,2018-10-20 17:30:00,1,5,POINT (-56.14466697499999 -34.8761678)
584,0,0,2018-10-20 21:33:00,-56.160764,-34.924652,5,5,2018-10-20 21:15:00,0,1,POINT (-56.160764 -34.924652)
585,0,0,2018-10-21 00:36:00,-56.185888,-34.87189,6,5,2018-10-21 00:26:00,1,1,POINT (-56.185888 -34.87189)
586,0,0,2018-10-21 02:32:00,-56.146094,-34.834847,5,5,2018-10-21 02:18:00,0,1,POINT (-56.146094 -34.834847)
587,0,0,2018-10-21 08:25:00,-56.173102,-34.907969,5,5,2018-10-21 08:17:00,0,1,POINT (-56.173102 -34.907969)
588,0,0,2018-10-21 18:51:00,-56.156159,-34.918818,5,5,2018-10-21 18:34:00,0,1,POINT (-56.156159 -34.918818)
589,2,0,2018-10-22 08:50:00,-56.163841,-34.867142,10,5,2018-10-22 08:12:00,5,1,POINT (-56.163841 -34.867142)
590,5,0,2018-10-22 09:45:00,-56.049957857142864,-34.888638571428565,10,5,2018-10-22 07:48:00,33,7,POINT (-56.04995785714286 -34.88863857142857)
591,0,0,2018-10-22 10:07:00,-56.161362999999994,-34.805499499999996,5,5,2018-10-22 09:43:00,0,2,POINT (-56.16136299999999 -34.8054995)
592,0,0,2018-10-22 11:49:00,-56.157135,-34.835217,5,5,2018-10-22 11:28:00,0,1,POINT (-56.157135 -34.835217)
593,0,0,2018-10-22 12:30:00,-56.167124,-34.874866,5,5,2018-10-22 12:20:00,0,1,POINT (-56.167124 -34.874866)
594,0,0,2018-10-22 14:22:00,-56.229991,-34.866419,5,5,2018-10-22 14:06:00,0,1,POINT (-56.229991 -34.866419)
595,1,0,2018-10-22 16:47:00,-56.179919,-34.877019,7,5,2018-10-22 16:15:00,2,1,POINT (-56.179919 -34.877019)
596,0,0,2018-10-22 17:52:00,-56.142919,-34.902372,5,5,2018-10-22 17:48:00,0,1,POINT (-56.142919 -34.902372)
597,0,0,2018-10-22 18:11:00,-56.209538,-34.82184,5,5,2018-10-22 17:59:00,0,1,POINT (-56.209538 -34.82184)
