"uuid","start_time","end_time","location_x","location_y","reliability_min","reliability_max","confidence_min","confidence_max","thumbs_up"
"ba8b9baf-8fcd-32e8-bc06-e9d847d02424","2019-02-04 08:12:00.000 America/Sao_Paulo","2019-02-04 08:47:00.000 America/Sao_Paulo","-46.58336000000002","-23.62187200000002","6","6","0","0","1"
"f80bad72-0c87-3c6d-890f-9cff1ca295c2","2019-02-04 09:28:00.000 America/Sao_Paulo","2019-02-04 10:30:00.000 America/Sao_Paulo","-46.61043299999997","-23.509123000000027","5","7","0","0","1"
"a86914e7-7d63-3ba0-a9ea-b35f90ed73c2","2019-02-04 09:28:00.000 America/Sao_Paulo","2019-02-04 10:30:00.000 America/Sao_Paulo","-46.55924599999995","-23.509729000000032","5","5","0","0","0"
"af8e1ad0-3de7-33df-b559-d8d2b5b3b866","2019-02-04 09:30:00.000 America/Sao_Paulo","2019-02-04 10:30:00.000 America/Sao_Paulo","-46.63073699999997","-23.519735000000015","5","5","0","0","0"
"2dcf4d68-9ac2-37f2-b431-f948454a6d4f","2019-02-04 09:27:00.000 America/Sao_Paulo","2019-02-04 09:31:00.000 America/Sao_Paulo","-46.586615","-23.559472","6","6","0","0","1"
"f8c3cafa-2889-39ea-b768-b2fd38c99ce5","2019-02-04 10:18:00.000 America/Sao_Paulo","2019-02-04 11:18:00.000 America/Sao_Paulo","-46.70573700000006","-23.66354000000001","5","5","0","0","0"
"24be3abf-efa0-384f-8e82-551326d105aa","2019-02-04 05:16:00.000 America/Sao_Paulo","2019-02-04 06:33:00.000 America/Sao_Paulo","-46.71401100000002","-23.556295000000034","5","6","0","0","1"
"34b363d1-cdea-31af-8da8-faf693477565","2019-02-04 13:05:00.000 America/Sao_Paulo","2019-02-04 14:07:00.000 America/Sao_Paulo","-46.56309000000007","-23.523819999999965","5","8","0","1","3"
"4cc54f6f-bb43-33af-a92a-de99e5f4fbe6","2019-02-04 05:34:00.000 America/Sao_Paulo","2019-02-04 07:24:00.000 America/Sao_Paulo","-46.630841000000075","-23.523247999999974","5","10","0","4","9"
"a5ea5647-e6ce-3272-a386-3c9957906514","2019-02-04 04:31:00.000 America/Sao_Paulo","2019-02-04 05:31:00.000 America/Sao_Paulo","-46.597037","-23.59799599999998","5","7","0","1","2"
"5536d73f-441b-3813-b509-139569b25da5","2019-02-04 06:33:00.000 America/Sao_Paulo","2019-02-04 08:29:00.000 America/Sao_Paulo","-46.64110999999994","-23.538489999999953","5","10","0","3","7"
"988d1cd5-5210-3ae8-9a39-740cdea99922","2019-02-04 07:45:00.000 America/Sao_Paulo","2019-02-04 08:21:00.000 America/Sao_Paulo","-46.69053199999998","-23.58805999999999","5","5","0","0","0"
"6b210cdd-b5ae-3e98-9684-b6d017622c99","2019-02-04 10:41:00.000 America/Sao_Paulo","2019-02-04 11:42:00.000 America/Sao_Paulo","-46.72936299999996","-23.776277","5","5","0","0","0"
"d97cadd6-b53d-37fb-9d13-59170181964a","2019-02-04 08:00:00.000 America/Sao_Paulo","2019-02-04 08:19:00.000 America/Sao_Paulo","-46.559262999999994","-23.510249999999992","5","5","0","0","0"
"35c28863-db6b-3270-9cca-6435f254c04c","2019-02-04 09:16:00.000 America/Sao_Paulo","2019-02-04 10:11:00.000 America/Sao_Paulo","-46.70606399999998","-23.66366500000002","5","5","0","0","0"
"82099a1b-8980-3f80-913a-95351d348e4d","2019-02-04 03:40:00.000 America/Sao_Paulo","2019-02-04 04:39:00.000 America/Sao_Paulo","-46.67135800000004","-23.52036100000002","5","5","0","0","0"
"a1799c99-9786-3cbd-a2a4-8655cac62e1d","2019-02-04 06:05:00.000 America/Sao_Paulo","2019-02-04 06:22:00.000 America/Sao_Paulo","-46.627465000000015","-23.63928399999999","5","7","0","0","1"
"74606096-b1b9-3f23-9001-21a50e7d6ed1","2019-02-04 08:20:00.000 America/Sao_Paulo","2019-02-04 09:32:00.000 America/Sao_Paulo","-46.559102000000046","-23.51120100000002","5","8","0","1","3"
"effe0d2c-0d88-3b39-81de-0d585a3918b1","2019-02-04 09:39:00.000 America/Sao_Paulo","2019-02-04 10:41:00.000 America/Sao_Paulo","-46.560065","-23.512418000000018","5","5","0","0","0"
"4a22673f-d4dc-3e64-9f42-dcc13fbcc51a","2019-02-04 06:05:00.000 America/Sao_Paulo","2019-02-04 07:40:00.000 America/Sao_Paulo","-46.45060439285716","-23.537970892857103","5","9","0","2","3"
"6051487e-39e6-3b6f-9a3b-7ec759b2842d","2019-02-04 04:40:00.000 America/Sao_Paulo","2019-02-04 05:41:00.000 America/Sao_Paulo","-46.40149699999997","-23.492001999999975","5","6","0","0","1"
"18ee9343-390a-3dcf-b0a2-1cfbff8785f7","2019-02-04 02:47:00.000 America/Sao_Paulo","2019-02-04 03:48:00.000 America/Sao_Paulo","-46.56567799999996","-23.524492000000006","5","5","0","0","0"
"60cf9a8b-31b6-30e8-b137-83a1b7f15614","2019-02-04 05:26:00.000 America/Sao_Paulo","2019-02-04 06:25:00.000 America/Sao_Paulo","-46.587276000000045","-23.641251000000008","5","7","0","1","2"
"bdaa4269-c76f-3855-9b78-3ddf39a7ae56","2019-02-04 09:17:00.000 America/Sao_Paulo","2019-02-04 09:28:00.000 America/Sao_Paulo","-46.665684","-23.551350000000003","5","5","0","0","0"
"e5fa54c4-3024-3cb0-b936-016aa75f8954","2019-02-04 09:26:00.000 America/Sao_Paulo","2019-02-04 10:25:00.000 America/Sao_Paulo","-46.62709099999997","-23.542883999999976","5","5","0","0","0"
"814f7044-8833-37d2-9aca-db3bcdb29c19","2019-02-04 03:18:00.000 America/Sao_Paulo","2019-02-04 04:18:00.000 America/Sao_Paulo","-46.67652200000005","-23.608611999999997","5","5","0","0","0"
"ff79a5b1-c72a-388f-bf9d-c421a8d9bea6","2019-02-04 05:24:00.000 America/Sao_Paulo","2019-02-04 06:03:00.000 America/Sao_Paulo","-46.61099800000005","-23.522011000000013","5","7","0","0","1"
"d79bd0cf-3bac-37cf-be8f-d083ca00f5af","2019-02-04 05:39:00.000 America/Sao_Paulo","2019-02-04 07:24:00.000 America/Sao_Paulo","-46.59177100000004","-23.529313999999932","5","10","0","3","5"
"bd93edd0-20d5-3f8c-a6fe-9c7f07f6905f","2019-02-04 06:28:00.000 America/Sao_Paulo","2019-02-04 07:38:00.000 America/Sao_Paulo","-46.61183299999996","-23.563873999999963","5","7","0","1","2"
"8b60adcf-9905-3d6c-8783-b98c297a2846","2019-02-04 04:21:00.000 America/Sao_Paulo","2019-02-04 05:21:00.000 America/Sao_Paulo","-46.695024999999994","-23.667793999999976","5","5","0","0","0"
"98d25861-98e2-3000-952f-e500fc2409df","2019-02-04 12:59:00.000 America/Sao_Paulo","2019-02-04 13:58:00.000 America/Sao_Paulo","-46.705958","-23.66362400000002","5","6","0","0","1"
"41131e48-eac5-3494-b207-56065a1a631a","2019-02-04 05:35:00.000 America/Sao_Paulo","2019-02-04 07:33:00.000 America/Sao_Paulo","-46.67375199999997","-23.696918999999983","5","9","0","1","2"
"63985419-2a50-3a12-bbdc-bdd2172df7f0","2019-02-04 02:22:00.000 America/Sao_Paulo","2019-02-04 03:21:00.000 America/Sao_Paulo","-46.70025100000005","-23.572079000000016","5","5","0","0","0"
"1f4b79ae-5f8f-381f-816d-cb2a2eb44404","2019-02-04 04:51:00.000 America/Sao_Paulo","2019-02-04 05:51:00.000 America/Sao_Paulo","-46.66693200000005","-23.514749000000002","5","5","0","0","0"
"858a71bd-c92e-333b-8503-76a5c7d027a7","2019-02-04 07:50:00.000 America/Sao_Paulo","2019-02-04 08:05:00.000 America/Sao_Paulo","-46.627015","-23.534516","7","10","1","2","5"
"962235d9-2bb2-3f25-a6c9-725a75d76379","2019-02-04 09:25:00.000 America/Sao_Paulo","2019-02-04 10:24:00.000 America/Sao_Paulo","-46.55936900000003","-23.510152999999967","5","5","0","0","0"
"f37774fa-dda3-39c7-8bb1-c16abe82b97d","2019-02-04 05:12:00.000 America/Sao_Paulo","2019-02-04 06:42:00.000 America/Sao_Paulo","-46.48757500000008","-23.536327000000014","5","7","0","1","1"
"8d071cc0-6c9c-3bcb-aeb0-83aabf00ed6b","2019-02-04 05:30:00.000 America/Sao_Paulo","2019-02-04 06:05:00.000 America/Sao_Paulo","-46.72538299999998","-23.50298899999999","5","9","0","1","3"
"c7420904-bec3-3762-bdd0-6453dde749ed","2019-02-04 06:01:00.000 America/Sao_Paulo","2019-02-04 06:16:00.000 America/Sao_Paulo","-46.546491999999986","-23.507008999999996","5","9","0","1","3"
"d54fe4a2-2c08-32f4-9a68-4ea00baa0f10","2019-02-04 04:31:00.000 America/Sao_Paulo","2019-02-04 06:33:00.000 America/Sao_Paulo","-46.600745731707285","-23.621266853658533","5","10","0","3","4"
"a772afd7-84f4-3d0a-8fd5-a67c46ee47a3","2019-02-04 06:25:00.000 America/Sao_Paulo","2019-02-04 07:28:00.000 America/Sao_Paulo","-46.55937099999997","-23.510160999999986","5","6","0","0","0"
"73209c88-3e81-3222-aa1d-107d201dd5c0","2019-02-04 06:37:00.000 America/Sao_Paulo","2019-02-04 07:37:00.000 America/Sao_Paulo","-46.58159900000006","-23.456515000000014","5","5","0","0","0"
"60e425d0-25e2-3579-87f3-c2bf4eb4f6a0","2019-02-04 04:21:00.000 America/Sao_Paulo","2019-02-04 05:21:00.000 America/Sao_Paulo","-46.61712200000007","-23.518366999999976","5","5","0","0","0"
"47181d9f-01ca-3e85-ab3f-f66f46e5dcff","2019-02-04 03:56:00.000 America/Sao_Paulo","2019-02-04 04:55:00.000 America/Sao_Paulo","-46.701528999999965","-23.67727199999998","5","5","0","0","0"
"ca415922-7998-3a7a-852a-b8f6f1405e42","2019-02-04 06:41:00.000 America/Sao_Paulo","2019-02-04 07:40:00.000 America/Sao_Paulo","-46.68662399999999","-23.754340999999986","5","5","0","0","0"
"0d7de4c3-1076-3cfb-ad92-7f1af78656c3","2019-02-04 09:15:00.000 America/Sao_Paulo","2019-02-04 10:15:00.000 America/Sao_Paulo","-46.62251999999993","-23.51863600000001","5","8","0","1","2"
"cf2d39ab-741f-3eea-8048-29690cf261cd","2019-02-04 09:20:00.000 America/Sao_Paulo","2019-02-04 10:20:00.000 America/Sao_Paulo","-46.55929500000001","-23.509898999999983","5","5","0","0","0"
"d694b770-d8c8-3755-8e53-9118972c31ab","2019-02-04 10:36:00.000 America/Sao_Paulo","2019-02-04 11:13:00.000 America/Sao_Paulo","-46.730925999999975","-23.59116800000001","5","8","0","1","2"
"c3bde37a-5d86-306c-aa02-823da08664ae","2019-02-04 10:10:00.000 America/Sao_Paulo","2019-02-04 10:24:00.000 America/Sao_Paulo","-46.69220700000002","-23.586042000000003","7","7","0","0","1"
"d516e134-babb-3cea-9cd2-a86620f5835e","2019-02-04 09:28:00.000 America/Sao_Paulo","2019-02-04 10:05:00.000 America/Sao_Paulo","-46.59038799999998","-23.586659","5","8","0","0","2"
"c2df9cd5-33ac-3a82-9587-0af5d61c941b","2019-02-04 06:16:00.000 America/Sao_Paulo","2019-02-04 06:36:00.000 America/Sao_Paulo","-46.60712","-23.52207499999999","5","6","0","0","0"
"1e99258d-2626-35b9-abc6-14eed63056a2","2019-02-04 06:38:00.000 America/Sao_Paulo","2019-02-04 09:14:00.000 America/Sao_Paulo","-46.6806299999999","-23.514791000000027","5","10","0","5","13"
"aac83781-a9f5-358b-9483-88b33bc446e0","2019-02-04 04:45:00.000 America/Sao_Paulo","2019-02-04 06:00:00.000 America/Sao_Paulo","-46.66721000000005","-23.63469899999997","5","10","0","2","6"
"c0f5828d-55b6-379b-a004-6adcc6d22beb","2019-02-04 05:58:00.000 America/Sao_Paulo","2019-02-04 07:39:00.000 America/Sao_Paulo","-46.62814299999994","-23.62028800000003","5","9","0","2","4"
"dfa52c03-801c-3b89-8599-034918810d86","2019-02-04 02:38:00.000 America/Sao_Paulo","2019-02-04 03:38:00.000 America/Sao_Paulo","-46.68298599999996","-23.733381000000005","5","5","0","0","0"
"40927ca3-206d-3889-bcb5-02d4943f66e3","2019-02-04 13:31:00.000 America/Sao_Paulo","2019-02-04 14:30:00.000 America/Sao_Paulo","-46.624515999999986","-23.513468000000024","5","5","0","0","0"
"cfd8f5c9-333b-304e-9561-dc3ddb57137f","2019-02-04 06:39:00.000 America/Sao_Paulo","2019-02-04 07:38:00.000 America/Sao_Paulo","-46.674265999999996","-23.696929","5","5","0","0","0"
"4b14e811-a0f6-3c63-8548-e05e68ec0e3c","2019-02-04 16:58:00.000 America/Sao_Paulo","2019-02-04 17:11:00.000 America/Sao_Paulo","-46.724692","-23.42687799999999","5","6","0","0","0"
"1e309a18-b1ce-3ece-8a11-5d24c5ddb262","2019-02-04 08:17:00.000 America/Sao_Paulo","2019-02-04 09:29:00.000 America/Sao_Paulo","-46.62726599999997","-23.54325999999998","5","9","0","2","4"
"6692f7c5-9cf2-3dd8-b3c7-7b7f7f5ba9cb","2019-02-04 08:12:00.000 America/Sao_Paulo","2019-02-04 09:14:00.000 America/Sao_Paulo","-46.630992000000006","-23.519673999999974","5","5","0","0","0"
"b851258d-8d1b-382d-9f17-e120b16e9854","2019-02-04 08:17:00.000 America/Sao_Paulo","2019-02-04 09:15:00.000 America/Sao_Paulo","-46.62874800000005","-23.519833","6","6","0","0","1"
"b114d545-6981-3428-b58b-a4bc86774643","2019-02-04 09:15:00.000 America/Sao_Paulo","2019-02-04 10:11:00.000 America/Sao_Paulo","-46.586184","-23.523047000000012","5","5","0","0","0"
"2b3157cc-b3db-3d41-88e3-9797e1daf0ce","2019-02-04 09:26:00.000 America/Sao_Paulo","2019-02-04 09:47:00.000 America/Sao_Paulo","-46.559121","-23.509255","5","5","0","0","0"
"0ca77d77-fab3-393f-9fb5-e1873f05a1c2","2019-02-04 02:59:00.000 America/Sao_Paulo","2019-02-04 04:05:00.000 America/Sao_Paulo","-46.69809900000005","-23.603618999999984","5","9","0","1","3"
"e9294450-e72d-35c6-a2c5-d7c2f00cc5ae","2019-02-04 06:20:00.000 America/Sao_Paulo","2019-02-04 07:28:00.000 America/Sao_Paulo","-46.56309199999998","-23.523819999999958","5","8","0","0","0"
"cd6f7361-f5dc-35be-a350-1d0c99dc0c28","2019-02-04 04:41:00.000 America/Sao_Paulo","2019-02-04 07:35:00.000 America/Sao_Paulo","-46.582664394285544","-23.611250011428503","5","10","0","5","10"
"78469aae-b403-3e81-ae22-65c72c6f7630","2019-02-04 02:47:00.000 America/Sao_Paulo","2019-02-04 03:48:00.000 America/Sao_Paulo","-46.56030999999998","-23.52398500000002","5","5","0","0","0"
"f9e8362c-507d-3842-817f-aa0e184d00b5","2019-02-04 06:31:00.000 America/Sao_Paulo","2019-02-04 07:55:00.000 America/Sao_Paulo","-46.629069000000044","-23.55629100000003","5","7","0","1","2"
"bc3c5c43-c506-32c0-8d03-c45717bf94c4","2019-02-04 06:05:00.000 America/Sao_Paulo","2019-02-04 07:25:00.000 America/Sao_Paulo","-46.58214700000005","-23.563722000000034","5","5","0","0","0"
"8513a00b-0eee-33b5-bf36-c97c5381ad37","2019-02-04 18:16:00.000 America/Sao_Paulo","2019-02-04 19:16:00.000 America/Sao_Paulo","-46.64744900000004","-23.67057399999999","5","7","0","0","1"
"613b26e7-3aba-331b-96a0-c9947e29a220","2019-02-04 07:45:00.000 America/Sao_Paulo","2019-02-04 08:04:00.000 America/Sao_Paulo","-46.55205","-23.604772000000008","5","8","0","1","2"
"a7cf75f1-027a-3d78-a853-038ecca965e4","2019-02-04 06:34:00.000 America/Sao_Paulo","2019-02-04 07:19:00.000 America/Sao_Paulo","-46.727902000000014","-23.578762999999988","5","6","0","0","0"
"aaeeea77-8c14-3bee-abf5-bd63a5e590e9","2019-02-04 12:11:00.000 America/Sao_Paulo","2019-02-04 13:10:00.000 America/Sao_Paulo","-46.40124699999995","-23.487296999999977","5","8","0","1","2"
"728d9e68-a141-3975-acee-7fd36633130c","2019-02-04 08:30:00.000 America/Sao_Paulo","2019-02-04 09:15:00.000 America/Sao_Paulo","-46.69158700000002","-23.683822999999993","5","5","0","0","0"
"e19358fe-9841-387e-9ee4-3e369338132c","2019-02-04 08:10:00.000 America/Sao_Paulo","2019-02-04 09:10:00.000 America/Sao_Paulo","-46.628134000000024","-23.61972400000001","6","7","0","1","2"
"19257f54-a6cd-3ade-8344-19eeb8d78cb8","2019-02-04 06:13:00.000 America/Sao_Paulo","2019-02-04 06:28:00.000 America/Sao_Paulo","-46.75042599999998","-23.530324000000004","6","10","0","2","6"
"000289c7-d38f-345a-8e56-fb44c62f2c0c","2019-02-04 06:37:00.000 America/Sao_Paulo","2019-02-04 07:32:00.000 America/Sao_Paulo","-46.629137999999955","-23.539475999999997","5","5","0","0","0"
"29e30fb4-3973-302a-87b7-1ead83e4113a","2019-02-04 02:20:00.000 America/Sao_Paulo","2019-02-04 03:27:00.000 America/Sao_Paulo","-46.67483700000002","-23.58764100000002","5","6","0","0","1"
"0de21c3e-a118-3b9d-9c54-8f71b477d5b4","2019-02-04 04:49:00.000 America/Sao_Paulo","2019-02-04 05:03:00.000 America/Sao_Paulo","-46.51309800000001","-23.492602999999992","5","8","0","1","2"
"2f6ffaef-f0c2-3162-ad1f-d9f4f3404c10","2019-02-04 08:54:00.000 America/Sao_Paulo","2019-02-04 09:51:00.000 America/Sao_Paulo","-46.72297299999996","-23.777353999999978","5","5","0","0","0"
"78742d50-72ad-312a-911e-8c64d5abd0bd","2019-02-04 09:31:00.000 America/Sao_Paulo","2019-02-04 10:51:00.000 America/Sao_Paulo","-46.63107792592592","-23.519669814814826","5","7","0","1","1"
"a48744ec-53c4-3098-9fea-adbd8ad476a4","2019-02-04 09:45:00.000 America/Sao_Paulo","2019-02-04 10:57:00.000 America/Sao_Paulo","-46.67548200000007","-23.59777800000001","5","6","0","0","1"
"6fa6b1da-db17-38de-b2d3-9ec3ab207e5b","2019-02-04 03:11:00.000 America/Sao_Paulo","2019-02-04 04:39:00.000 America/Sao_Paulo","-46.622832999999936","-23.552028000000018","5","7","0","1","2"
"00d7c031-08c2-3b57-8fe1-aab06eeaadbe","2019-02-04 05:20:00.000 America/Sao_Paulo","2019-02-04 08:27:00.000 America/Sao_Paulo","-46.45724819327722","-23.527984436974847","5","10","0","3","4"
"90ec3de5-f1ad-3a35-a73a-ac171c52e54b","2019-02-04 04:22:00.000 America/Sao_Paulo","2019-02-04 05:22:00.000 America/Sao_Paulo","-46.606004000000055","-23.543695000000007","5","5","0","0","0"
"0e4a5d15-8684-37a1-9b6c-0ed6aa7417f5","2019-02-04 14:14:00.000 America/Sao_Paulo","2019-02-04 15:33:00.000 America/Sao_Paulo","-46.55924499999995","-23.50972700000005","5","7","0","1","2"
"87825204-9f77-327e-9e87-3ce5497b0ff4","2019-02-04 08:03:00.000 America/Sao_Paulo","2019-02-04 09:15:00.000 America/Sao_Paulo","-46.75033900000004","-23.531105000000018","5","7","0","1","2"
"cffdccba-5041-37da-944b-fa52e025ccfe","2019-02-04 08:22:00.000 America/Sao_Paulo","2019-02-04 08:46:00.000 America/Sao_Paulo","-46.629404000000015","-23.51869199999999","5","5","0","0","0"
"1352bf01-0084-3a55-b638-dace06a8ff12","2019-02-04 09:20:00.000 America/Sao_Paulo","2019-02-04 10:20:00.000 America/Sao_Paulo","-46.543315219512216","-23.605700658536584","5","7","0","1","1"
"55c18e6f-14af-345f-9331-6576812ea6fa","2019-02-04 05:38:00.000 America/Sao_Paulo","2019-02-04 06:09:00.000 America/Sao_Paulo","-46.746353","-23.53436399999999","5","9","0","1","3"
"0d5ddd1e-81ec-3227-809d-2b16cf293fbe","2019-02-04 05:52:00.000 America/Sao_Paulo","2019-02-04 07:32:00.000 America/Sao_Paulo","-46.71345699999991","-23.546110000000027","5","5","0","0","0"
"152158a1-9934-3c6e-a97e-aada2bd34b71","2019-02-04 05:54:00.000 America/Sao_Paulo","2019-02-04 07:35:00.000 America/Sao_Paulo","-46.69323101960792","-23.597649588235303","6","10","0","5","22"
"7fddcda5-5763-3237-aeb3-e0a20f884c95","2019-02-04 04:18:00.000 America/Sao_Paulo","2019-02-04 05:19:00.000 America/Sao_Paulo","-46.623934000000034","-23.51004400000003","5","5","0","0","0"
"4471e88b-f01d-3615-b8e8-f0f7e5782df9","2019-02-04 03:12:00.000 America/Sao_Paulo","2019-02-04 04:11:00.000 America/Sao_Paulo","-46.602957000000046","-23.522191000000014","5","5","0","0","0"
"15281dbc-9d33-3060-99bf-517595fc69ad","2019-02-04 03:44:00.000 America/Sao_Paulo","2019-02-04 04:44:00.000 America/Sao_Paulo","-46.65171000000006","-23.517974999999986","5","8","0","1","2"
"294629d3-9bb4-3c24-80ee-4b4fb5dbcd48","2019-02-04 09:24:00.000 America/Sao_Paulo","2019-02-04 11:00:00.000 America/Sao_Paulo","-46.60625199999999","-23.522015999999947","5","10","0","5","15"
"c62da5c9-20c7-375b-b94d-02e961e3e1ca","2019-02-04 09:20:00.000 America/Sao_Paulo","2019-02-04 10:17:00.000 America/Sao_Paulo","-46.62725","-23.542435999999974","5","7","0","1","2"
"79e1e10a-b0c3-32f9-a7db-69ecba5a5c8a","2019-02-04 10:14:00.000 America/Sao_Paulo","2019-02-04 11:30:00.000 America/Sao_Paulo","-46.67782600000007","-23.566919999999985","5","10","0","5","15"
"2a87f7d2-9c24-328b-812e-023c9eece938","2019-02-04 06:03:00.000 America/Sao_Paulo","2019-02-04 07:23:00.000 America/Sao_Paulo","-46.59508400000003","-23.529583999999947","5","5","0","0","0"
"b7261960-0b5b-312f-9814-178417196e18","2019-02-04 04:42:00.000 America/Sao_Paulo","2019-02-04 05:42:00.000 America/Sao_Paulo","-46.68184500000004","-23.589443999999975","5","8","0","1","3"
"c80f7338-705a-31bb-96f5-94faf47d4ccb","2019-02-04 10:44:00.000 America/Sao_Paulo","2019-02-04 11:59:00.000 America/Sao_Paulo","-46.66778000000009","-23.573433000000016","5","10","0","3","7"
"e85499ab-b82d-3de9-ab5f-4c321af79b35","2019-02-04 13:05:00.000 America/Sao_Paulo","2019-02-04 14:05:00.000 America/Sao_Paulo","-46.40151299999996","-23.48906600000002","5","6","0","0","1"
"8b5d5a7f-f2d2-339d-b1aa-8f59f0b0b437","2019-02-04 03:22:00.000 America/Sao_Paulo","2019-02-04 04:51:00.000 America/Sao_Paulo","-46.63058505555565","-23.52451295555559","5","8","0","1","2"
"39978d2b-23d6-38b8-9ff8-211d4f3398d2","2019-02-04 08:10:00.000 America/Sao_Paulo","2019-02-04 08:51:00.000 America/Sao_Paulo","-46.55597699999999","-23.526010000000014","5","5","0","0","0"
"dc230501-a690-32ad-8d6f-b3a62bfa2703","2019-02-04 10:26:00.000 America/Sao_Paulo","2019-02-04 10:31:00.000 America/Sao_Paulo","-46.70722","-23.561733","5","10","0","1","4"
"ff4c1abd-4142-3212-a7d6-f3881eb31533","2019-02-04 03:12:00.000 America/Sao_Paulo","2019-02-04 04:11:00.000 America/Sao_Paulo","-46.691139000000014","-23.590343999999977","5","5","0","0","0"
"6ae71a43-4391-3185-ab19-6b6820b15b5e","2019-02-04 06:19:00.000 America/Sao_Paulo","2019-02-04 07:39:00.000 America/Sao_Paulo","-46.71090499999994","-23.54537200000003","5","5","0","0","0"
"027d0534-dc1f-315f-a7b7-5a2ca09bc432","2019-02-04 04:35:00.000 America/Sao_Paulo","2019-02-04 05:35:00.000 America/Sao_Paulo","-46.574622000000055","-23.583390000000005","5","8","0","1","1"
"2e8eb532-7073-37ce-87e8-4faffec867c5","2019-02-04 02:22:00.000 America/Sao_Paulo","2019-02-04 03:22:00.000 America/Sao_Paulo","-46.67922899999998","-23.69496699999998","5","5","0","0","0"
"5be8c02b-fdeb-3826-8e51-8daec234b316","2019-02-04 02:44:00.000 America/Sao_Paulo","2019-02-04 03:44:00.000 America/Sao_Paulo","-46.59200000000006","-23.544325000000008","5","5","0","0","0"
"5befd566-3daa-34f2-a203-1d5c30ba1ba7","2019-02-04 02:24:00.000 America/Sao_Paulo","2019-02-04 03:23:00.000 America/Sao_Paulo","-46.63824900000005","-23.555759999999978","5","7","0","1","2"
"e2ff22dd-b69c-3254-8d88-1aa7c8709cb6","2019-02-04 11:23:00.000 America/Sao_Paulo","2019-02-04 12:25:00.000 America/Sao_Paulo","-46.66683300000007","-23.513461999999965","5","6","0","0","1"
"f84ead3f-0551-34b5-826e-29d1266567ca","2019-02-04 11:19:00.000 America/Sao_Paulo","2019-02-04 12:19:00.000 America/Sao_Paulo","-46.63029499999996","-23.522895","5","6","0","0","0"
"df0c31f7-461b-3c6a-8af4-3c859265b328","2019-02-04 08:17:00.000 America/Sao_Paulo","2019-02-04 09:15:00.000 America/Sao_Paulo","-46.55880799999994","-23.51061600000002","6","6","0","0","0"
"bdb3113c-f8d2-37fd-800a-d1f966d72db3","2019-02-04 10:10:00.000 America/Sao_Paulo","2019-02-04 11:04:00.000 America/Sao_Paulo","-46.700785","-23.613487000000003","5","7","0","0","1"
"8cdb77dc-6b79-3850-955b-1123aaae0f7b","2019-02-04 06:12:00.000 America/Sao_Paulo","2019-02-04 07:25:00.000 America/Sao_Paulo","-46.62930999999993","-23.53991100000002","5","7","0","1","2"
"969302b9-4c51-3f7a-8dd2-8b9b3e38068f","2019-02-04 05:34:00.000 America/Sao_Paulo","2019-02-04 07:39:00.000 America/Sao_Paulo","-46.630398804878155","-23.62808734146337","5","8","0","1","2"
"a86cd7f4-4c76-3e73-a7a6-303ce705144a","2019-02-04 06:41:00.000 America/Sao_Paulo","2019-02-04 08:14:00.000 America/Sao_Paulo","-46.696989999999964","-23.605921999999982","5","8","0","1","2"
"02bd5a40-b148-3b58-836a-2683a00fff00","2019-02-04 02:37:00.000 America/Sao_Paulo","2019-02-04 03:53:00.000 America/Sao_Paulo","-46.618739999999924","-23.535409000000023","5","8","0","1","3"
"4c546317-2001-3e9d-9040-d28d5eae6518","2019-02-04 05:24:00.000 America/Sao_Paulo","2019-02-04 06:24:00.000 America/Sao_Paulo","-46.71000800000001","-23.62636500000001","5","6","0","0","1"
"e9e9c012-ad41-3bd7-b18f-6fd04bb1589e","2019-02-04 08:17:00.000 America/Sao_Paulo","2019-02-04 10:17:00.000 America/Sao_Paulo","-46.594462999999934","-23.588692000000027","5","5","0","0","0"
"cd550801-a886-3636-b043-b8d57a1c89d8","2019-02-04 08:10:00.000 America/Sao_Paulo","2019-02-04 09:09:00.000 America/Sao_Paulo","-46.62540099999994","-23.528428000000012","5","5","0","0","0"
"a3a33f20-86aa-3641-bed5-28a28d357771","2019-02-04 08:17:00.000 America/Sao_Paulo","2019-02-04 09:14:00.000 America/Sao_Paulo","-46.559163999999974","-23.510185","5","5","0","0","0"
"57a7d174-2faf-3205-8c53-2d4efa7fb0d8","2019-02-04 10:42:00.000 America/Sao_Paulo","2019-02-04 11:42:00.000 America/Sao_Paulo","-46.55973700000003","-23.511373999999996","5","5","0","0","0"
"4dd6196c-c033-3dc3-9f2f-72796e5fc458","2019-02-04 02:22:00.000 America/Sao_Paulo","2019-02-04 02:47:00.000 America/Sao_Paulo","-46.611384000000015","-23.621029000000007","5","6","0","0","0"
"8df56611-3939-3590-96fe-94fe6ceb4db6","2019-02-04 05:00:00.000 America/Sao_Paulo","2019-02-04 06:02:00.000 America/Sao_Paulo","-46.74187699999996","-23.51707099999999","5","5","0","0","0"
"ec52da37-bdf2-34ad-87d4-490864c7c234","2019-02-04 02:59:00.000 America/Sao_Paulo","2019-02-04 03:59:00.000 America/Sao_Paulo","-46.59290999999998","-23.544345000000014","5","5","0","0","0"
"8f5697da-f627-3e93-92aa-d78dcf9feaa7","2019-02-04 06:01:00.000 America/Sao_Paulo","2019-02-04 06:22:00.000 America/Sao_Paulo","-46.639065999999985","-23.518077","5","10","0","2","5"
